Timestamp,Longitude,Latitude,Service
1261988465000,8.5725,50.0489,GPRS
1262787860000,8.5622,50.0439,SMS
1262787922000,8.5622,50.0439,GPRS
1262787997000,8.5708,50.0467,GPRS
1262788070000,8.5761,50.0478,GPRS
1262788137000,8.5761,50.0478,GPRS
1262788259000,8.5708,50.0467,GPRS
1262788851000,8.5708,50.0467,Telefonie
1262788933000,8.5708,50.0467,GPRS
1262789124000,8.5708,50.0467,GPRS
1262789587000,8.5722,50.05,SMS
1262789697000,8.5722,50.05,SMS
1262790733000,8.5708,50.0467,GPRS
1262790838000,8.5722,50.05,SMS
1262792533000,8.5708,50.0467,GPRS
1262792895000,8.4719,50.0394,GPRS
1262793917000,7.8164,50.4356,GPRS
1262794563000,7.2725,50.6869,SMS
1262794663000,7.2725,50.6869,Telefonie
1262794753000,7.2322,50.7447,SMS
1262794871000,7.2081,50.7931,SMS
1262794987000,7.1544,50.8142,SMS
1262795099000,7.1033,50.8339,SMS
1262795438000,7.0583,50.8864,GPRS
1262795507000,7.035,50.9014,GPRS
1262795590000,7.0219,50.9133,GPRS
1262795681000,7.0114,50.9314,Telefonie
1262795758000,6.9911,50.9344,GPRS
1262795880000,6.985,50.9381,GPRS
1262796002000,6.9719,50.9411,GPRS
1262796471000,6.9586,50.9503,SMS
1262797435000,6.9392,50.9408,SMS
1262797704000,6.9392,50.9408,GPRS
1262797989000,6.9317,50.9356,GPRS
1262798718000,6.9317,50.9356,GPRS
1262800154000,6.9619,50.9206,GPRS
1262800329000,6.9611,50.9167,GPRS
1262802161000,6.9619,50.9206,GPRS
1262803961000,6.9619,50.9206,GPRS
1262805761000,6.9619,50.9206,GPRS
1262807561000,6.9619,50.9206,GPRS
1262809361000,6.9619,50.9206,GPRS
1262809738000,6.9619,50.9206,SMS
1262811161000,6.9619,50.9206,GPRS
1262812961000,6.9619,50.9206,GPRS
1262814761000,6.9619,50.9206,GPRS
1262816561000,6.9619,50.9206,GPRS
1262817286000,6.9619,50.9206,Telefonie
1262817370000,6.9569,50.9253,Telefonie
1262817512000,6.9569,50.9253,Telefonie
1262817919000,6.9569,50.9253,GPRS
1262818601000,6.9392,50.9408,GPRS
1262818800000,6.9317,50.9356,GPRS
1262819226000,6.9297,50.9453,Telefonie
1262819430000,6.9297,50.9453,SMS
1262819970000,6.9297,50.9453,SMS
1262820035000,6.9297,50.9453,SMS
1262820429000,6.9317,50.9356,GPRS
1262822229000,6.9317,50.9356,GPRS
1262822555000,6.9256,50.9411,Telefonie. CFNRy
1262824029000,6.9317,50.9356,GPRS
1262824801000,6.9256,50.9411,SMS
1262825829000,6.9317,50.9356,GPRS
1262827629000,6.9317,50.9356,GPRS
1262829429000,6.9317,50.9356,GPRS
1262831229000,6.9317,50.9356,GPRS
1262833029000,6.9317,50.9356,GPRS
1262834829000,6.9317,50.9356,GPRS
1262836629000,6.9317,50.9356,GPRS
1262838429000,6.9317,50.9356,GPRS
1262840229000,6.9317,50.9356,GPRS
1262842029000,6.9317,50.9356,GPRS
1262843829000,6.9317,50.9356,GPRS
1262845629000,6.9317,50.9356,GPRS
1262847429000,6.9317,50.9356,GPRS
1262848930000,6.9506,50.9411,GPRS
1262849122000,6.9586,50.9503,GPRS
1262849262000,6.9586,50.9503,GPRS
1262849501000,6.955,50.9414,GPRS
1262849790000,6.9603,50.9439,Telefonie
1262850768000,6.9603,50.9439,GPRS
1262850840000,6.9719,50.9411,GPRS
1262850906000,6.9872,50.9442,GPRS
1262851289000,7.0156,50.9781,GPRS
1262851410000,7.0156,50.9781,GPRS
1262851474000,6.9914,51.0294,GPRS
1262851547000,6.9867,51.0422,GPRS
1262851615000,6.9897,51.075,Telefonie
1262851775000,6.9253,51.1217,GPRS
1262852057000,6.8167,51.2036,GPRS
1262852138000,6.8092,51.2061,GPRS
1262852283000,6.8167,51.2036,GPRS
1262852839000,6.8092,51.2061,GPRS
1262853041000,6.8167,51.2036,GPRS
1262853225000,6.8167,51.2036,GPRS
1262853920000,6.8167,51.2036,GPRS
1262854055000,6.7942,51.2358,Telefonie
1262854133000,6.7992,51.2575,SMS
1262854251000,6.7911,51.2739,GPRS
1262854682000,6.7789,51.4169,GPRS
1262854773000,6.7725,51.4328,GPRS
